"text","created_at","geo","lang","place","coordinates","user.favourites_count","user.statuses_count","user.description","user.location","user.id","user.created_at","user.verified","user.following","user.url","user.listed_count","user.followers_count","user.default_profile_image","user.utc_offset","user.friends_count","user.default_profile","user.name","user.lang","user.screen_name","user.geo_enabled","user.profile_background","user.profile_image_url_https","user.time_zone","id","favorite_count","retweeted","source","favorited","retweet_count","hashtags","urls","reply","mentions"
"We are now in #Verona for the first day of #Marmomac2017. Here's a snapshot of our booth. Stay tuned for more! #Marmomac https://t.co/HSVqT5lbFq","2017-09-27 10:01:12","","en","","",187,2628,"Breton is a technological leader in the high performance multipurpose machining centres and in the Natural and Engineered stone plants","Castello di Godego, Veneto",1098293154,"2013-01-17 14:25:25",False,False,"http://t.co/PrdWeGIt",22,1195,False,"",712,False,"Breton S.p.a.","","BretonSpa",True,"EEEEEE","https://pbs.twimg.com/profile_images/1222792320023744514/mny8bPOq_normal.jpg","",912980432072986624,0,False,"Hootsuite",False,0," Verona Marmomac2017 Marmomac","","",""
"We've got our tickets. Will we see you there? #Marmomac2017 https://t.co/ehrpV2jL0F","2017-08-30 18:36:07","","en","","",295,571,"PICCO Engineering - specialists in 3 main areas of expertise: Stone, Residential, Structural. Shaping Progress. Designing Legacy.","Concord, Ontario",240434732,"2011-01-19 22:50:11",False,False,"https://t.co/jZY8XiE9YI",5,327,False,"",341,False,"PICCO Engineering","","piccoeng",True,"E47A2B","https://pbs.twimg.com/profile_images/1214246219326861312/ijH4EveQ_normal.jpg","",902963156284256258,0,False,"Twitter for iPhone",False,0," Marmomac2017"," https://twitter.com/marmo_mac/status/900651844908843008","",""
"Have a look at the 2016 #marmomac gallery: marble, unprocessed stone, machinery, tools! https://t.co/PAlatdzVZs https://t.co/bjDLIrTaGP","2017-08-29 07:21:00","","en","","",433,1988,"The Biggest #Stone + #Design + #Tecnology International Trade #Fair, 30-03 October 2020, Verona, Italy","Italia",292251146,"2011-05-03 10:40:26",False,False,"https://t.co/GoqVfk5jbp",34,2118,False,"",193,False,"marmo_mac","","Marmo_mac",True,"E81794","https://pbs.twimg.com/profile_images/1050390788042104832/_IXygJ6F_normal.jpg","",902430871508180992,0,False,"TweetDeck",False,0," marmomac"," http://prettylinks.co/64FffF","",""
"#Intermac, Donatoni and Montresor have joined together at #Marmomac2017 to present #ThinkForward on the digital factory! https://t.co/Yvte5StPrK","2017-09-29 13:51:25","","en","","",27,277,"We manufacture a complete range of machines for glass, stone and metal.","Charlotte, NC",70771631,"2009-09-01 20:05:38",False,False,"https://t.co/nNDCPMw272",4,293,False,"",60,False,"Intermac America","","IntermacAmerica",True,"868F98","https://pbs.twimg.com/profile_images/918885807057805312/ne2ryQPN_normal.jpg","",913763145826566147,4,False,"Twitter Web Client",False,0," Intermac Marmomac2017 ThinkForward","","",""
"Check us out at #Marmomac2017 Marmo + Mac September 27-30 https://t.co/RxXAJo2gKx #Stone @Marmo_mac https://t.co/cPLsnNogfw","2017-09-26 16:35:02","","en","","",42,7043,"Tenax manufactures #polyesters, #epoxies, surface treatments, #abrasives, and specialty resins. 7 branches throughout the world. Tenax USA is the US branch.","Charlotte, NC",1863838362,"2013-09-14 13:42:22",False,False,"http://t.co/5pqAYrDXdi",5,284,False,"",177,True,"TenaxUSA","","TenaxUSA",True,"C0DEED","https://pbs.twimg.com/profile_images/378800000456075053/fd92bec38966979ddfc144ed3c238e2c_normal.jpeg","",912717157833728000,0,False,"Tenax Auto Tweeter",False,0," Marmomac2017 Stone"," https://goo.gl/ZmBFU6",""," Marmo_mac"
"Check out Pad 7 Stand D4 D5 at #Marmomac2017 Marmo + Mac September 27-30 https://t.co/RxXAJo2gKx #Stone @Marmo_mac https://t.co/uX2CF4hFBQ","2017-09-22 13:11:06","","en","","",42,7043,"Tenax manufactures #polyesters, #epoxies, surface treatments, #abrasives, and specialty resins. 7 branches throughout the world. Tenax USA is the US branch.","Charlotte, NC",1863838362,"2013-09-14 13:42:22",False,False,"http://t.co/5pqAYrDXdi",5,284,False,"",177,True,"TenaxUSA","","TenaxUSA",True,"C0DEED","https://pbs.twimg.com/profile_images/378800000456075053/fd92bec38966979ddfc144ed3c238e2c_normal.jpeg","",911216284188106753,0,False,"Tenax Auto Tweeter",False,0," Marmomac2017 Stone"," https://goo.gl/ZmBFU6",""," Marmo_mac"
"MT @pressVRfiere: #Marmomac2017 sold out: 1670 exhibitors.","2017-05-30 14:55:06","","en","","",12,11377,"All the latest on stone and other hard surfaces. Slab & Sheet e-newsletter twice a month and Stone Update Magazine every two months.","",38222062,"2009-05-06 16:55:10",False,False,"http://t.co/wFXA1uct4q",80,6072,False,"",1246,False,"Stone Update","","StoneUpdate",True,"85F4FA","https://pbs.twimg.com/profile_images/1556575798/stone_update_png_73_normal.png","",869567853976059905,0,False,"Hootsuite",False,0," Marmomac2017","",""," pressVRfiere"
"#architettura #marmomac #verona https://t.co/duIPRhuwav","2017-09-29 13:29:03","","und","","",0,34,"Architetto | Socio Fondatore di Arkitet Studio | Esperto in Bioedilizia","Verona ",843931868319899652,"2017-03-20 21:06:51",False,False,"https://t.co/MtIm6oCcdv",0,7,False,"",51,True,"Massimo Dal Forno","","massimodalforno",False,"F5F8FA","https://pbs.twimg.com/profile_images/843935742225268737/tb227u0j_normal.jpg","",913757516357623808,0,False,"Instagram",False,0," architettura marmomac verona"," https://www.instagram.com/p/BZoGqdRDVA_/","",""
"Here's a sneak peek of our presence at #Marmomac2017, taking place on Sept. 27-30 in Verona (Italy) https://t.co/V36SjsJo2w https://t.co/xIcrak6NIm","2017-08-11 09:35:06","","en","","",187,2628,"Breton is a technological leader in the high performance multipurpose machining centres and in the Natural and Engineered stone plants","Castello di Godego, Veneto",1098293154,"2013-01-17 14:25:25",False,False,"http://t.co/PrdWeGIt",22,1195,False,"",712,False,"Breton S.p.a.","","BretonSpa",True,"EEEEEE","https://pbs.twimg.com/profile_images/1222792320023744514/mny8bPOq_normal.jpg","",895941637746065409,1,False,"Hootsuite",False,1," Marmomac2017"," http://ow.ly/i2EX30e8ilg","",""
"Take some time to see us at #Marmomac2017 September 27-30, 2017 @Marmo_mac https://t.co/mO3VlhMffK","2017-09-26 13:51:03","","en","","",42,7043,"Tenax manufactures #polyesters, #epoxies, surface treatments, #abrasives, and specialty resins. 7 branches throughout the world. Tenax USA is the US branch.","Charlotte, NC",1863838362,"2013-09-14 13:42:22",False,False,"http://t.co/5pqAYrDXdi",5,284,False,"",177,True,"TenaxUSA","","TenaxUSA",True,"C0DEED","https://pbs.twimg.com/profile_images/378800000456075053/fd92bec38966979ddfc144ed3c238e2c_normal.jpeg","",912675890579902465,1,False,"Tenax Auto Tweeter",False,0," Marmomac2017","",""," Marmo_mac"
"#Marmomac 2017, la presentazione oggi alla Terrazza Martini di Milano @pressVRfiere @Marmo_mac #Veronafiere https://t.co/1z3UoJelN2","2017-05-30 16:17:04","","it","","",6238,3691,"Giornalista","Verona, Veneto",572662807,"2012-05-06 14:08:26",False,False,"https://t.co/VhG5ctoMNu",15,911,False,"",435,True,"Laura Peloso","","laurapelosovr",True,"C0DEED","https://pbs.twimg.com/profile_images/946714663802359809/3MDbcKCq_normal.jpg","",869588479008747521,0,False,"Twitter Web Client",False,0," Marmomac Veronafiere"," http://www.tgverona.it/pages/585321/attualita/marmomacc_2017_la_presentazione_a_milano.html",""," pressVRfiere Marmo_mac"
"Check out Pad 7 Stand D4 D5 at #Marmomac2017 Marmo + Mac September 27-30 https://t.co/RxXAJo2gKx #Stone @Marmo_mac https://t.co/R3Vvzn3uHc","2017-09-30 15:49:03","","en","","",42,7043,"Tenax manufactures #polyesters, #epoxies, surface treatments, #abrasives, and specialty resins. 7 branches throughout the world. Tenax USA is the US branch.","Charlotte, NC",1863838362,"2013-09-14 13:42:22",False,False,"http://t.co/5pqAYrDXdi",5,284,False,"",177,True,"TenaxUSA","","TenaxUSA",True,"C0DEED","https://pbs.twimg.com/profile_images/378800000456075053/fd92bec38966979ddfc144ed3c238e2c_normal.jpeg","",914155136854900736,0,False,"Tenax Auto Tweeter",False,0," Marmomac2017 Stone"," https://goo.gl/ZmBFU6",""," Marmo_mac"
"#Marmomac2017 material:  Giallo Siena the beauty of nature https://t.co/ZF3EMM69Fq","2017-09-28 11:38:40","","en","","",903,998,"30 SEPT 3 OCT  2020 we host the STONE SMART FAIR    Sign up
https://t.co/MH3Oz6UQMH","5 continents",2700473173,"2014-08-02 09:33:50",False,False,"https://t.co/SlcuwP6UL0",9,274,False,"",713,True,"StoneCash","","StoneCash_net",True,"C0DEED","https://pbs.twimg.com/profile_images/965645056601415680/NJAHQiVy_normal.jpg","",913367348651884544,0,False,"Twitter for Android",False,0," Marmomac2017","","",""
"O setor de #RochasOrnamentais do @GovernoES consolidou parceria estratégica na #Marmomac2017. @Marmo_mac @PauloHartungES #SCHC #NaturalStone https://t.co/Qcm4xfYfC4","2017-10-02 17:26:52","","pt","","",13159,2017,"Providing the Houston, Texas metro area and the rest of the world with leading logistics and packaging solutions since 1988.","Rosenberg, TX",708009301634252800,"2016-03-10 19:19:06",False,False,"https://t.co/rQkVT9YEfd",36,575,False,"",2854,True,"SCHC","","SCHC_Partners",True,"F5F8FA","https://pbs.twimg.com/profile_images/961293579934035969/NKnIrjlA_normal.jpg","",914904529652604928,0,False,"TweetDeck",False,0," RochasOrnamentais Marmomac2017 SCHC NaturalStone"," https://twitter.com/Marmo_mac/status/913719111045218305",""," GovernoES Marmo_mac PauloHartungES"
"Il nostro stand a #marmomac2017 di fronte all'ingresso #stonetheatre !!!
ingresso principale #cangrande https://t.co/cMVfRk9JBc","2017-09-19 09:51:45","","it","","",0,136,"produzione stampi per sabbiatura, stampi in vinile, plotter da taglio, arte funeraria, maschere per sabbiatura","Parma, Emilia Romagna",885478872325685249,"2017-07-13 12:39:49",False,False,"https://t.co/O2ETepFm7r",0,3,False,"",141,True,"FEVI srl","","FeviSrl",False,"F5F8FA","https://pbs.twimg.com/profile_images/885484202866741248/Zxc3Xs_A_normal.jpg","",910078954081521665,0,False,"Facebook",False,0," marmomac2017 stonetheatre cangrande"," http://fb.me/1fN0OxTOD","",""
"¡@Marmo_mac tiene ya listo su catálogo de expositores!
#cremamarfil #piedranatural #marmol #marmomac #marmolespañol
https://t.co/crVk49RVna","2017-07-18 11:33:30","","es","","",4,28,"For over 30 years Manchamar has been commercializing Crema Marfil the world over.","Novelda, España",832217703192678400,"2017-02-16 13:18:57",False,False,"https://t.co/yX27DwHLgJ",0,188,False,"",1039,False,"manchamar","","manchamar",False,"000000","https://pbs.twimg.com/profile_images/832218459631185921/Z9ezebcZ_normal.jpg","",887274125466771456,1,False,"Twitter Web Client",False,0," cremamarfil piedranatural marmol marmomac marmolespañol"," https://goo.gl/rH7qLa",""," Marmo_mac"
"Throwback to #Marmomac2017 last week - Prez Rawi in his element https://t.co/OWk75w49DO","2017-10-02 16:35:50","","en","","",56,2679,"#Houston’s premier natural #stonerestoration and #maintenance business since 1982","Houston, Texas",406015725,"2011-11-06 04:03:48",False,False,"http://t.co/rd8tLHtIOm",6,431,False,"",173,False,"Intl Stoneworks Inc","","IntlStoneworks",False,"131516","https://pbs.twimg.com/profile_images/1624830435/358caca_normal.jpg","",914891684793679873,0,False,"Tweetbot for iΟS",False,0," Marmomac2017","","",""
"Know where you will be September 27-30? We will be at #Marmomac2017 https://t.co/RxXAJo2gKx #Stone @Marmo_mac https://t.co/HB7Hv2EYwI","2017-09-19 21:53:04","","en","","",42,7043,"Tenax manufactures #polyesters, #epoxies, surface treatments, #abrasives, and specialty resins. 7 branches throughout the world. Tenax USA is the US branch.","Charlotte, NC",1863838362,"2013-09-14 13:42:22",False,False,"http://t.co/5pqAYrDXdi",5,284,False,"",177,True,"TenaxUSA","","TenaxUSA",True,"C0DEED","https://pbs.twimg.com/profile_images/378800000456075053/fd92bec38966979ddfc144ed3c238e2c_normal.jpeg","",910260478173048832,0,False,"Tenax Auto Tweeter",False,0," Marmomac2017 Stone"," https://goo.gl/ZmBFU6",""," Marmo_mac"
