"text","created_at","geo","lang","place","coordinates","user.favourites_count","user.statuses_count","user.description","user.location","user.id","user.created_at","user.verified","user.following","user.url","user.listed_count","user.followers_count","user.default_profile_image","user.utc_offset","user.friends_count","user.default_profile","user.name","user.lang","user.screen_name","user.geo_enabled","user.profile_background","user.profile_image_url_https","user.time_zone","id","favorite_count","retweeted","source","favorited","retweet_count","hashtags","urls","reply","mentions"
"Fiera di Verona,  Marmomacc cresce e guarda all'Iran https://t.co/AtppXbVcOQ via @YouTube #hamidmasouminejad #rome #verona #marmomac","2016-10-03 11:15:41","","it","","",2,791,"Corrispondente della tv iraniana in Italia.","Roma, Lazio",3219250204,"2015-04-28 22:42:56",False,False,"",3,99,False,"",10,False,"Hamid Masoumi Nejad Rome","","masouminejadh",False,"000000","https://pbs.twimg.com/profile_images/593185403512954881/MiwF1EdT_normal.jpg","",782901934709678081,0,False,"Twitter Web Client",False,0," hamidmasouminejad rome verona marmomac"," https://youtu.be/tPbRjU3WpPk",""," YouTube"
"#marmomac #botticinoclassico #marmobotticino #coopcavatoribotticino https://t.co/KiaV30cmq3","2016-09-12 14:42:05","","und","","",18,62,"","",4089474261,"2015-11-01 11:30:54",False,False,"",1,17,False,"",28,True,"alberto","","alby968",False,"C0DEED","https://pbs.twimg.com/profile_images/669135036545912832/_mQsi4Df_normal.jpg","",775343732497510400,1,False,"Twitter for Android",False,0," marmomac botticinoclassico marmobotticino coopcavatoribotticino","","",""
"Inizio preparativi fiera 2016 #marmomac #marmobotticino #coopcavatoribotticino #botticinoclassico","2016-09-12 14:33:10","","it","","",18,62,"","",4089474261,"2015-11-01 11:30:54",False,False,"",1,17,False,"",28,True,"alberto","","alby968",False,"C0DEED","https://pbs.twimg.com/profile_images/669135036545912832/_mQsi4Df_normal.jpg","",775341489752768512,0,False,"Twitter for Android",False,0," marmomac marmobotticino coopcavatoribotticino botticinoclassico","","",""
"Il presidente di @IMMspa Fabio Felici #marmomac https://t.co/lpgEwxQI5I","2016-05-18 10:15:45","","it","","",2,151,"Giornale del Marmo","Carrara, Toscana",3662132177,"2015-09-15 08:43:47",False,False,"http://t.co/WqWt4P0FlM",2,285,False,"",177,False,"MarmoNews","","MarmoNews",False,"000000","https://pbs.twimg.com/profile_images/648815393096761344/LS_KV3aM_normal.jpg","",732877326996930560,0,False,"Twitter for Android",False,0," marmomac","","",""
"A minuti l inizio della conferenza stampa di apertura di #Marmomac https://t.co/qwmFXVXf28","2016-05-18 10:12:35","","it","","",2,151,"Giornale del Marmo","Carrara, Toscana",3662132177,"2015-09-15 08:43:47",False,False,"http://t.co/WqWt4P0FlM",2,285,False,"",177,False,"MarmoNews","","MarmoNews",False,"000000","https://pbs.twimg.com/profile_images/648815393096761344/LS_KV3aM_normal.jpg","",732876530381148160,0,False,"Twitter for Android",False,0," Marmomac","","",""
"#Veronafiere va in #Egitto con «MS #Marmomac» - https://t.co/1goGQkXnSR #GoogleAlerts @Marmo_Mac @LArenait","2016-12-12 16:24:59","","es","","",18071,15885,"La voce ufficiale del Press Office di Veronafiere","Verona, Italy",2429025175,"2014-04-05 14:48:07",False,False,"http://t.co/MRn2BIhtx2",170,3788,False,"",2350,False,"Press Veronafiere","","pressVRfiere",True,"131516","https://pbs.twimg.com/profile_images/992065704542261248/sfVeTFjc_normal.jpg","",808346923413409792,3,False,"Twitter Web Client",False,3," Veronafiere Egitto Marmomac GoogleAlerts"," http://goo.gl/alerts/Xm9RC",""," Marmo_mac larenait"
"سنگ ایرانی زینت بخش بزرگترین نمایشگاه سنگ ایتالیا https://t.co/8gqV6wcs9J via @YouTube #hamidmasouminejad #rome #verona #marmomac","2016-10-01 15:57:25","","fa","","",2,791,"Corrispondente della tv iraniana in Italia.","Roma, Lazio",3219250204,"2015-04-28 22:42:56",False,False,"",3,99,False,"",10,False,"Hamid Masoumi Nejad Rome","","masouminejadh",False,"000000","https://pbs.twimg.com/profile_images/593185403512954881/MiwF1EdT_normal.jpg","",782248060659302400,0,False,"Twitter Web Client",False,0," hamidmasouminejad rome verona marmomac"," https://youtu.be/6HuDIFP8IIA",""," YouTube"
"""The German Käthe-Kollwitz-School Recklinghausen is using Chromebook Tab 10 to provide more creative and diversified lessons, and increase the students' willingness to learn.
Check this #AcerSuccessStory out! #AcerforEducation""","2020-09-24 10:13:13","","en","","",943,1021,"Bringing innovative technologies in the #SchoolsOfTomorrow to prepare students for 21st Century Skills. #AcerforEducation","",822380215477276674,"2017-01-20 09:48:17",False,False,"https://t.co/EQJDHJKq3F",13,1931,False,"",663,True,"Acer for Education","","Acer_Education",False,"F5F8FA","https://pbs.twimg.com/profile_images/922366496881377280/BOJgcgXS_normal.jpg","",1309073393405362181,0,False,"Twitter for Advertisers",False,0," AcerSuccessStory AcerforEducation","","",""
"@btboresette #Macchine per la #ceramica italiane in #Cina @Acimac #Marmomac- https://t.co/16SCwkKNuF","2016-05-29 08:37:46","","it","","",128,5349,"journalist, publisher and editor of the website http://t.co/P3Cna741","",88452413,"2009-11-08 16:29:44",False,False,"http://t.co/P3Cna741",54,137,False,"",579,True,"domenico megali","","epizephiro",True,"C0DEED","https://pbs.twimg.com/profile_images/3192971633/3ddec1d03b3acd55ceaa132b66c822fb_normal.jpeg","",736838936102899713,0,False,"Twitter Web Client",False,0," Macchine ceramica Cina Marmomac"," http://www.btboresette.com/macchine-la-ceramica-italiane-cina/",""," btboresette Acimac"
"Tre giorni dedicati all'accrescimento professionale, visitando due fiere #cersie di Bologna e #marmomac di Verona... https://t.co/Hd4zVAiXgB","2016-09-30 05:20:17","","it","","",0,1296,"","",481070403,"2012-02-02 08:17:39",False,False,"",0,4,True,"",10,True,"Paolo Guglielmi","","PaoloGuglielmi1",False,"C0DEED","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","",781725331350773760,0,False,"Facebook",False,0," cersie marmomac"," http://fb.me/1mtDCE0iG","",""
